cod_cliente|cod_contrato|cod_chamado|data_chamado_andamento|descricao_chamado_andamento|privado_chamado
1051|2306|6348|2012-01-10 09:56:12|Os técnicos estiveram no local e detectaram que o problema estava no Roteador do cliente, o mesmo foi informado. Fra|0
469|890|6356|2012-01-16 12:02:43|Os link na verdade não estavam fora, o Firewall da r2 reiniciou e neste momento houve interrupção do sinal para toda a nossa rede. Após alguns minutos o sistema normalizou.Francineide|0
761|1499|6376|2012-02-15 17:10:08|O Romualdo já entrou em contato com o cliente.Francineide|0
469|890|6386|2012-01-26 10:57:53|A recalamação era a respeito da queda do link na quarta-feira. O cliente foi informado que o problema já foi resolvido e que o link está estável.Sr.Rafael confirma que o link está no ar.Francineide|0
469|890|6388|2012-01-27 10:39:22| |0
469|890|6389|2012-01-27 10:31:50|A performace está incompatível com a velocidade contratada.Francineide|0
469|890|6389|2012-01-31 11:59:29| Sr.Ricardo entrou em contato reclamando que o problema continua. Peço por gentileza que verifiquem o mais breve possível.Francineide|0
469|890|6389|2012-05-10 09:11:43| |1
469|890|6393|2012-01-31 11:55:08|Sr.Ricardo entrou em contato reclamando que o problema continua. Peço por gentileza que verifiquem o mais breve possível.Francineide|0
469|890|6393|2012-05-10 09:20:38| |1
469|890|6393|2012-05-10 09:21:15| |1
954|2183|6395|2012-03-01 16:39:43|O problema foi sanado após visita do Técnico Evaldo ao local. Francineide|0
469|890|6399|2012-05-10 09:20:23| |1
469|890|6404|2012-02-03 10:39:30|A inoperancia ocorreu devido a uma falha de energia no repetidor do colorado. Evaldo|1
469|890|6404|2012-05-10 09:20:10| |1
469|890|6407|2012-02-03 10:37:18|Essa manha, detectamos um problema no roteador do taguatinga shopping. O problema foi resolvido. Evaldo|1
469|890|6407|2012-03-01 16:53:15|A atualização no sistema entrei em contato com o Sr. Rafael, este confirmou que o link havia normalizado.Francineide|0
469|890|6424|2012-02-11 15:26:46|O problema foi provocado devido a queda de energia após forte chuva. A descarga elétrica queimou alguns equipamentos no repetidor que o cliente recebe o sinal. Após manutenção e substituição dos equipamentos, o cliente voltou a acessar normalmente.Francineide|0
469|890|6424|2012-02-11 15:30:03| |0
469|890|6425|2012-02-09 17:49:20| |0
469|890|6431|2012-02-13 15:15:05|Os dois pontos estavam fora devido ao repetidor do recanto das emas eta fora. Evaldo|1
469|890|6431|2012-02-14 14:15:48|Entrei em contato com o Sr. Bruno e o informei que o problema foi provocado devido a uma descarga elétrica no local. Após manutenção o sistema normalizou. O Sr.Bruno confirmou que o link do Gama estava normal, porém o de Taguatinga estava apresentando lentidão. Por favor acompanhar o desempenho do link pelo monitoramento.Francineide|0
469|890|6431|2012-05-10 09:19:06| |1
469|890|6432|2012-05-10 09:11:24| |1
469|890|6444|2012-02-27 19:11:08|Após atualização do nosso sistema de monitoramento, o link de disponibilidade foi normalizado. Entrei em contato com o Sr. Ricardo e este confirmou que o sistema já está no ar. Francineide|0
1051|2306|6449|2012-03-07 10:25:29|O equipamento do local foi substituido. O cliente ficou navegando normalmente. Francineide|0
761|1499|6465|2012-03-06 09:41:29|No momento que a cliente entrou em contato, estávamos com problema na rede. Após manutenção, o link voltou ao normal. Francineide|0
976|2099|6478|2012-04-19 09:01:20| |0
824|1679|6481|2012-03-19 15:14:17|Entrei em contato com a cliente e fui informada que o sinal normalizou e que estão acessando normalmente. Francineide|0
469|890|6482|2012-03-16 11:09:17|Os técnicos estiveram no local, após manutenção no rádio de chegada (reiniciar o equipamneto), o sistema voltou ao normal. Francineide|0
1051|2306|6490|2012-04-19 09:01:59|Os técnicos estiveram no local e refizeram as configurações do rádio. Francineide|0
469|1807|6491|2012-05-10 09:19:20| |1
1039|2267|6495|2012-05-10 09:17:52| |1
824|1679|6500|2012-06-06 14:11:58|O atendimento foi realizado e o sistema normalizou. Francineide|0
469|1807|6502|2012-05-10 09:17:22| |1
1039|2267|6509|2012-04-19 08:56:16|O problema já foi corrigido e o cliente foi informado. Francineide|0
750|1897|6526|2012-04-30 14:53:58| |0
469|1807|6528|2012-05-03 15:33:15|Após o técnico Evaldo reiniciar o rádio no repetidor, o sistema voltou ao normal. Acredita-se que houve um pico de luz no local, pos logo em seguida já estava normal. O Sr.Bruno foi informado logo em seguida e nos confirmou a disponibilidade do link. Francineide|0
469|1807|6530|2012-05-10 09:06:49| O problema foi resolvido. O radio estava travado. Evaldo|1
1133|2530|6537|2012-05-15 16:04:56|Link dedicado de 10M Ativado em 26/04, com 10 dias de carência. Ou seja, cobrar apenas a partir de 06/05. Francineide |1
469|890|6559|2012-06-04 13:40:07|Após verificar, o Sr. Rogério nos informou que o problema estavo no Firewall do TRT e não no link da R2. Francineide|0
469|890|6559|2012-06-04 13:42:59| |0
830|1712|6560|2012-06-20 08:54:40|Por favor agendar visita tecnica. Evaldo|1
830|1712|6560|2012-08-30 17:26:40| |0
469|1807|6567|2012-06-20 08:49:12|O link ficou inoperante devido a um predio que esta sendo construido no caminho por onde passa o link. fechando assim a visada para o ponto de repeticao. Com isso tivemos que mudar o repetidor. Evaldo|1
469|1807|6567|2012-06-20 09:18:44| |0
469|1807|6575|2012-06-13 13:50:24|No momento da ligação o cliente foi informado que o sistema sofreu uma intermitência de 2 min, aproximadamente, e que já estava nomal. Após verificar, o mesmo constatou que o link já estava no ar. Francineide|0
1133|2530|6583|2012-07-16 13:35:28|A rede estava intermitete. Logo em seguida o sistema voltou ao normal. Francineide|0
738|1411|6584|2012-07-16 13:36:18|O rádio estava travado. Após reiniciá-lo o cliente voltou ao normal. Francineide|0
869|1881|6589|2012-08-30 17:29:26| |0
469|890|6595|2013-11-29 12:23:17| |0
1009|2232|6599|2012-07-26 17:04:46|A cliente entrou em contato informando que continua com problema para receber ligações. Francineide|0
1009|2232|6599|2013-12-03 10:24:37| |0
761|1499|6600|2012-07-16 13:28:19|O IP da rede interna do clinte estava fora. O clinete foi informado. Francineide|0
469|1807|6601|2013-11-29 12:24:32| |0
79|183|6602|2012-08-14 10:43:36|A mudança do rádio foi realizada e o cliente voltou a acessar normalmente. Francineide|0
1146|2550|6605|2012-07-16 13:05:27|O rádio estava com configurado para que navegasse menos de 2M. Francineide|0
469|890|6609|2013-11-29 12:23:46| |0
469|1807|6615|2013-11-29 12:24:38| |0
469|1807|6630|2013-11-29 12:24:57| |0
469|1807|6639|2013-11-29 12:24:23| |0
469|1807|6646|2013-11-29 12:24:41| |0
79|183|6650|2012-08-30 15:56:33|O rádio já foi substituido. Francineide|0
1146|2550|6652|2012-08-30 16:00:00|Por favor observar o chamado 6664. Francineide|0
469|1807|6660|2012-08-22 16:36:44|O problema ocorreu devido ao travamente da interface Wlan do radio na samambaia. Evaldo|1
469|1807|6660|2012-08-30 15:54:31|O cliente foi informado em seguida, e logo identificou que a rede já estava no ar. Francineide|0
1146|2550|6664|2012-08-30 15:41:15|Após testes feitos pelo Dep. Técnico, a cliente foi informada que o problema estava sendo provocado pelo uso da da Banda,ou seja, estava usando os 2Mb todos. O Leandro entrou em contato com a Sra. Giram para agendarem uma reunião e tratar do assunto. Francineide|0
1146|2550|6664|2013-12-03 10:25:36| |0
469|1807|6666|2012-08-30 14:12:17|Após verificação, foi detectado que o rádio principal estava travado. O equipamento foi reiniciado e em seguida vltou ao normal. Entrei em contato com o Sr. Danilo, e o mesmo confirmou que já estava  no ar.  Francineide|0
1039|2267|6679|2013-12-03 10:26:41| |0
1133|2530|6681|2013-12-03 10:26:52| |0
1133|2530|6681|2013-12-03 10:26:56| |0
738|1411|6687|2013-12-03 10:27:02| |0
469|1807|6700|2012-09-21 14:45:00|O cliente foi informado que o que holve foi a mudança de redundância do link deles. O cliente confirmou que o link já estava no ar. Francineide|0
469|1807|6700|2012-09-21 14:46:22| |0
469|1807|6701|2012-10-01 10:49:06|O problema foi procado devido a um problema no ponto de repetição, sendo solucionado em seguida. Entrei em contato com o Sr. Danilo para que testasse o link. O cliente constatou que já estava normal. Francineide|0
469|1807|6701|2012-10-01 10:51:13| |0
1133|2530|6707|2013-12-03 10:27:24| |0
469|1807|6714|2012-10-01 10:44:56|Sr. Danilo foi informado que a queda foi devido a falta de energia no ponto de repetição. O link voltou ao normal logo em seguida, assim que a energia foi normalizada. Entrei em contato com o cliente e o infomei a respeito que o link já estava no ar. O clinete testou e constatou que estava normal. Francineide|0
469|890|6724|2013-11-29 12:23:31| |0
469|1807|6734|2012-10-19 16:15:31|O problema foi provocado por falta de energia na CENTRAL DE FURNAS e terminou afetando vários outros pontos no DF. Francineide|0
469|1807|6734|2013-11-29 12:25:00| |0
1146|2550|6742|2012-11-19 10:27:19|O problema estava sendo provocado devido ao uso do link todo.Francineide|0
469|1807|6746|2013-11-29 12:24:18| |0
894|2652|6764|2013-12-03 10:30:35| |0
469|1807|6793|2013-11-29 12:24:45| |0
1133|2530|6799|2013-12-03 10:33:59| |0
469|890|6804|2013-11-29 12:23:51| |0
469|1807|6815|2013-11-29 12:24:51| |0
469|890|6832|2013-11-29 12:23:27| |0
470|1420|6834|2013-03-14 08:39:14|uma hora a menos. |1
469|890|6852|2013-11-29 12:23:37| |0
928|2017|6860|2013-12-02 11:43:13| |0
761|1499|6868|2013-12-02 11:44:12| |0
469|1807|6870|2013-11-29 12:25:05| |0
1233|2769|6872|2013-12-02 11:43:25| |0
761|1499|6875|2013-12-02 11:44:18| |0
1233|2769|6897|2013-12-02 11:40:40| |0
1062|2453|6907|2013-12-02 11:40:44| |0
469|890|6914|2013-11-29 12:23:42| |0
469|890|6934|2013-11-29 12:23:23| |0
1051|2306|6943|2013-12-02 11:35:37| |0
1039|2267|6950|2013-12-02 11:35:02| |0
469|1807|6964|2013-11-29 12:24:14| |0
469|1807|6964|2013-11-29 12:24:27| |0
469|1807|6965|2013-11-18 10:35:31|O problema foi provocado porque a porta do roteador localizado no local. Após manutenção no local o sistema foi normalizado. A informação foi repassada ao Sr. Rogerio.|0
469|1807|6965|2013-11-18 10:42:15| |0
469|890|6974|2013-11-29 12:23:56| |0
469|890|6980|2013-11-29 12:20:05|Após verificar identificamos que o rádio estava no ar, porém não havia trafego por meio da interface. Sendo assim o rádio foi reiniciado e o sistema normalizou em seguida. O Sr. Danilo foi informado e nos conformou que já estava acessando. Francineide|0
1195|2638|6982|2013-12-10 11:22:26|O problema foi provocado pela interrupção no link de Samambaia, devido a falta de energia no local.A Sra. Renata já confirmou que o sistema normalizou. Francineide|0
1009|2186|6988|2014-02-14 11:22:24| |0
469|1807|6991|2014-01-07 19:31:02|Após verificarmos, não foi identificada nenhuma intermitência nem interrupção do link de Taguatinga. Quanto ao link do Gama, constatamos que o rádio de chegada estava desligado. As informações acima foram informadas ao Sr. Dimas. Francineide|0
469|1807|6998|2014-04-17 11:25:15| |0
469|890|7004|2014-02-20 09:29:54|O problema foi provocado devido a um roteador queimado no local. Após ser substituído o sistema normalizou. Francineide.|0
469|1807|7020|2014-04-17 11:25:02| |0
880|1845|7022|2014-02-17 15:26:42|A fonte do Switch estava queimada.A troca já foi feita.Francineide|0
1051|2306|7023|2014-02-20 09:21:35|O problema estava no rádio de transmissão de dados que fica no Carmem Salles, a pós verificação técnica, o sistema normalizou. Francineide |0
469|890|7026|2014-04-17 11:25:06| |0
469|890|7029|2014-04-17 11:22:39| |0
469|890|7029|2014-04-17 11:24:06| |0
469|890|7055|2014-04-08 14:54:35|A interface estava do rádio estava travada O mesmo foi reiniciado. O cliente foi informado do problema e confirmou que o sistema normalizou. Francineide|0
469|890|7057|2014-04-10 13:47:56|ok|0
469|890|7057|2014-04-10 13:48:10| |0
1308|2964|7060|2014-04-17 11:16:14|O cliente já foi ativado. Francineide|0
469|1807|7068|2014-04-22 18:25:24|No momento da abertura do chamado estava chovendo muito. Logo em segui à abertura o link voltou ao normal. O ser Hugo foi informado e confirmou que já havia normalizado. Francineide|0
824|1679|7069|2014-04-23 17:21:28|Foi solicitado ao cliente que desliga-se os equipamentos, após esse procedimento o cliente autenticou e voltou a navegar.  Contudo, após a ligação para o cliente para fechar o chamado, o mesmo informou que a internet estava muito lenta. Assim, o cliente está aguardando um retorno. Roberto|1
824|1679|7069|2014-05-21 11:27:45| |0
1062|2453|7073|2014-06-02 16:00:39| |0
469|890|7075|2014-04-25 17:08:28|a interface do rádio estava travada novamente. O sr. Gleisson foi informado que o sistema já estava normalizado. O cliente confirmou. Francineide|0
469|1807|7076|2015-01-22 08:43:27| |0
761|1499|7077|2014-04-29 19:52:31|A RB que fica no escritório do cliente estava travada. Após o cliente reiniciar o link voltou ao normal. Francineide|0
1062|2453|7082|2014-06-02 16:00:45| |0
1039|2269|7090|2014-05-21 11:32:19|Foram efetuados testes no telefone aqui no escritório e não foi identificado nenhum problema, a questão é que o cliente não reinicia da maneira correta. Francineide|0
469|1807|7096|2014-05-21 11:37:13|Foi identificada uma queda do link, o rádio de chegada ficou fora por 25min. O cliente foi informado assim que o link normalizou, confirmando que já havia acessado. Francineide |0
1146|2550|7111|2014-06-02 16:07:36| O radio  da cliente estava com interferência e após reiniciar o radio do edifício Clinica, o sistema normalizou.|0
954|2286|7112|2014-06-02 15:45:27|O técnico Edersom esteve no local e realizou vários testes, o aparelho não apresentou nenhum defeito informado pela cliente. O aparelho está funcionando normalmente.|0
738|1411|7115|2014-06-02 15:41:03|Link estava com interferência e após reiniciar o rádio do edifício de clinicas o link normalizou. Entramos em contato com  o cliente e o mesmo confirmou que já estava normal. |0
1062|2453|7122|2014-07-03 09:01:07|O rádio o qual o cliente pega o sinal estava queimado. Após mudança de repetidor, o cliente voltou a acessar. Francineide|0
469|1807|7124|2014-06-11 10:00:33|O problema foi provocado por uma intermitência no ponto de repetição, Samambaia. Após manutenção realizada pelo técnico Evaldo, o link normalizou. O Sr. Danilo foi informado.Francinedie|0
469|1807|7138|2015-01-22 08:43:33| |0
1051|2306|7145|2015-04-13 09:07:41| |0
1039|2273|7148|2015-04-13 09:06:42| |0
1146|2550|7160|2014-07-21 15:08:54| |0
738|1411|7161|2014-07-21 15:08:41| |0
1062|2319|7170|2015-01-22 09:04:21| |0
469|890|7173|2015-01-22 08:42:17| |0
469|890|7177|2015-01-22 08:42:41| |0
469|1807|7178|2015-01-22 08:43:38| |0
469|890|7179|2015-01-22 08:42:58| |0
469|890|7192|2015-01-22 08:43:07| |0
469|1807|7195|2015-01-22 08:43:43| |0
954|2183|7204|2015-04-13 09:09:23| |0
469|890|7206|2014-09-15 12:17:53|Confirmado que o sistema voltou.Francineide|0
469|1807|7217|2015-01-22 08:43:47| |0
469|1807|7230|2015-01-22 08:43:53| |0
1378|3062|7235|2015-01-22 08:53:22| |0
1378|3062|7238|2015-01-22 08:53:27| |0
469|1807|7239|2015-01-22 08:44:01| |0
1361|3034|7242|2015-01-22 09:01:50| |0
469|1807|7245|2015-01-22 08:44:05| |0
469|1807|7248|2015-01-22 08:44:14| |0
1009|2232|7254|2015-01-16 09:31:26|Foi informado à cliente e ela disse que entrará em contato com o Naldo que é o tecnico do Asterisk,que é para onde as ligacoes do 0800 estão sendo encaminhadas.Breno M|0
1378|3062|7255|2015-01-22 08:54:00|O Equipamento do Jardim Ingar voltou ás 11h10 do dia 16/01//2015,entrei em contato com a Sra.Luciana para informar e pedir que a cliente fizesse o teste,a mesma efetuou o teste e informou que já está acessando normalmente.Breno M|0
469|1807|7259|2015-04-13 09:03:54| |0
469|1807|7261|2015-01-22 17:06:07|Sem energia no trt de taguatinga.|0
469|1807|7261|2015-04-13 09:03:48| |0
954|2965|7262|2015-02-12 13:34:37| |0
469|1807|7268|2015-02-12 13:34:26| |0
469|890|7269|2015-02-12 13:33:40| |0
469|1807|7271|2015-02-12 13:33:35| |0
1062|2453|7274|2015-02-12 13:33:26| |0
401|863|7275|2015-02-12 13:33:19| |0
1351|3022|7280|2015-02-12 13:31:35|Entrei em contato com a Vivian que informou que já voltou ao normal;|0
1051|2306|7285|2015-04-13 08:58:58| |0
701|1422|7287|2015-04-13 09:09:14| |0
469|890|7288|2015-04-13 08:57:16| |0
469|890|7289|2015-04-13 08:57:06| |0
469|890|7289|2015-04-13 08:57:06| |0
954|2183|7290|2015-04-13 09:11:45| |0
1051|2306|7298|2015-04-30 12:12:20| |0
1171|2661|7299|2015-05-04 09:52:09| |0
